,displayName,description,abbreviation,value,perGameValue,rank,teamName
13,Receiving Yards After Catch,The number of yards gained after the catch has been made.,YAC,1659.0,97.0,24.0,Cowboys
14,Receiving Yards At Catch,The number of yards gained at the time the catch is made.,Y@C,2252.0,,11.0,Cowboys
15,Receiving Yards Per Game,The average number of receiving yards per game.,YDS/G,230.059,,18.0,Cowboys
16,Receptions,The total number of receptions.,REC,355.0,20.0,18.0,Cowboys
17,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Cowboys
18,Total Offensive Plays,The number of offenseive plays run.,OP,1114.0,64.0,54.0,Cowboys
19,Total Points,The number of total points earned.,PTS,467.0,27.0,3.0,Cowboys
20,Total Points Per Game,The average number of points scored per game.,TP/G,27.471,,4.0,Cowboys
21,Total Touchdowns,The number of total Touchdowns scored.,TD,55.0,3.0,3.0,Cowboys
22,Total Yards,The number of total yards gained.,TYDS,6209.0,354.0,12.0,Cowboys
23,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0.0,,1.0,Cowboys
24,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTC,-1.0,-1.0,1.0,Cowboys
25,Two Point Receptions,The number of receptions on 2-point attempts.,2PTR,0.0,,21.0,Cowboys
26,Two Point Reception Attempts,The number of times a 2-point conversion is attempted with a reception.,CMP,1.0,1.0,22.0,Cowboys
27,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0.0,,1.0,Cowboys
28,Yards Per Game,The average number of yards per game.,YDS/G,365.235,,13.0,Cowboys
29,Yards Per Reception,The average number of yards per reception.,AVG,11.017,11.01099967956543,16.0,Cowboys
0,Assist Tackles,The number of assists on tackles.,AST,386.0,21.0,18.0,Cowboys
1,Average Interception Yards,The average number of return yards per interception.,AVG,3.75,3.4700000286102295,32.0,Cowboys
2,Average Sack Yards,The average number of yards lost per sack.,YDS/SACK,6.519,6.689000129699707,20.0,Cowboys
3,Average Stuff Yards,The average number of yards lost per stuff.,YDS/STF,7.641,,9.0,Cowboys
4,Block Field Goal Touchdown,The number of blocked field goals that were returned for a touchdown.,BFGTD,0.0,,2.0,Cowboys
5,Blocked Punt Touchdowns,The number of blocked punts that were returned for touchdowns.,BPTD,0.0,,7.0,Cowboys
6,Defensive Touchdown,The number of touchdowns recorded on defense.,TD,3.0,,4.0,Cowboys
7,Hurries,The number of times that the quarterback is hurried.,HUR,0.0,,1.0,Cowboys
8,Kicks Blocked,The number of times a kick was blocked.,KB,2.0,,7.0,Cowboys
9,Long Interception,The amount of yards of the longest interception return.,LNG,26.0,,32.0,Cowboys
10,Miscellaneous Touchdowns,The number of miscellaneous touchdowns.,MISCTD,0.0,,6.0,Cowboys
11,Passes Batted Down,The number of passes that were batted down.,BATD,0.0,,1.0,Cowboys
12,Passes Defended,The total number of passes defended.,PD,59.0,3.0,28.0,Cowboys
13,Two Point Returns,The number of two point attempts that is returned by the defense.,2PTR,0.0,,1.0,Cowboys
14,Sacks,The total number of sacks.,SACK,54.0,3.1760001182556152,3.0,Cowboys
15,Sack Yards,The number of yards lost from sacks.,SCKYDS,352.0,20.70599937438965,3.0,Cowboys
16,Safeties,The number of times the offense is tackled in their own endzone.,SAFE,0.0,,10.0,Cowboys
17,Solo Tackles,The number of times a tackle was made unassisted.,SOLO,818.0,43.0,25.0,Cowboys
18,Stuffs,The number of times that a runner is stuffed at or behind the line of scrimmage.,STF,39.0,4.0,12.0,Cowboys
19,Stuff Yards,The number of yards lost from stuffs.,STFYDS,298.0,,3.0,Cowboys
20,Tackles For Loss,The number of tackles that result in a loss of yardage.,TFL,93.0,5.4710001945495605,3.0,Cowboys
21,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Cowboys
22,Total Tackles,The total number of tackles.,TOT,1204.0,64.0,7.0,Cowboys
23,Yards Allowed,Yards allowed,YA,0.0,,1.0,Cowboys
24,Points Allowed,Points allowed,PA,0.0,,1.0,Cowboys
25,One Point Safeties Made,One Point Safeties Made,OPSM,0.0,,1.0,Cowboys
0,Interceptions,The total number of interceptions.,INT,16.0,,7.0,Cowboys
1,Interception Touchdowns,The number of times an interception is returned for a touchdown.,TD,0.0,,25.0,Cowboys
2,Interception Yards,The number of yards gained after an interception.,YDS,60.0,3.0,31.0,Cowboys
0,Average Kickoff Return Yards,The average number of yards per kickoff return.,YDS/KR,23.909,14.475000381469727,4.0,Cowboys
1,Average Kickoff Yards,The average number of yards per kickoff.,YDS/K,64.67,12.472000122070312,2.0,Cowboys
2,Extra Point Attempts,The number of extra point attempts.,XPA,53.0,3.0,2.0,Cowboys
3,Extra Point Percentage,The percentage of extra point attempts that are converted.,XP%,94.34,84.4540023803711,2.0,Cowboys
4,Extra Point Blocked,The number of extra points blocked.,XPB,2.0,,4.0,Cowboys
5,Extra Points Blocked Percentage,The percentage of extra points attempts that are blocked.,XPB%,3.774,3.7820000648498535,4.0,Cowboys
6,Extra Points Made,The number of extra point attempts made.,XPM,50.0,2.0,2.0,Cowboys
7,Fair Catches,The number of fair catches.,FC,0.0,,1.0,Cowboys
8,Fair Catch Percentage,The percentage of kicks that are fair catches.,FC%,0.0,12.878999710083008,1.0,Cowboys
9,Field Goal Attempts,The number of times a field goal is attempted.,FGA,32.0,1.0,1.0,Cowboys
10,Field Goal Attempts 1-19,The number of field goals attempted from 1-19 yards.,FGA 1-19,0.0,,2.0,Cowboys
11,Field Goal Attempts 20-29,The number of field goals attempted from 20-29 yards.,FGA 20-29,9.0,,1.0,Cowboys
12,Field Goal Attempts 30-39,The number of field goals attempted from 30-39 yards.,FGA 30-39,5.0,,3.0,Cowboys
13,Field Goal Attempts 40-49,The number of field goals attempted from 40-49 yards.,FGA 40-49,7.0,,3.0,Cowboys
14,Field Goal Attempts 50-59,The number of field goals attempted from 50-59 yards.,FGA 50-59,10.0,,1.0,Cowboys
15,Field Goal Attempts 60-99,The number of field goals attempted from 60-99 yards.,FGA 60-99,1.0,,1.0,Cowboys
16,Field Goal Attempts 50+,The number of field goals attempted from 50+ yards.,FGA 50+,11.0,,2.0,Cowboys
17,Field Goal Attempt Yards,The number of yards for field goal attempts.,FGAYDS,1306.0,80.0,2.0,Cowboys
18,Field Goal Percentage,The percentage of field goals attempted that are made.,FG%,90.625,66.1760025024414,1.0,Cowboys
19,Field Goals Blocked,The number of field goals that are blocked.,FGB,0.0,,1.0,Cowboys
20,Field Goals Blocked Percentage,The percentage of field goals attempted that are blocked.,CMP,0.0,,1.0,Cowboys
21,Field Goal Made,The number of times a field goal is made.,FGM,29.0,1.0,1.0,Cowboys
22,Field Goals Made 1-19,The number of field goals made from 1-19 yards.,FGM 1-19,0.0,,2.0,Cowboys
23,Field Goals Made 20-29,The number of field goals made from 20-29 yards.,FGM 20-29,9.0,,1.0,Cowboys
24,Field Goals Made 30-39,The number of field goals made from 30-39 yards.,FGM 30-39,5.0,,3.0,Cowboys
25,Field Goals Made 40-49,The number of field goals made from 40-49 yards.,FGM 40-49,6.0,,3.0,Cowboys
26,Field Goals Made 50-59,The number of field goals made from 50-59 yards.,FGM 50-59,8.0,,1.0,Cowboys
27,Field Goals Made 60-99,The number of field goals made from 60-99 yards.,FGM 60-99,1.0,,1.0,Cowboys
28,Field Goals Made 50+,The number of field goals made from 50+ yards.,50+,9.0,,2.0,Cowboys
29,Field Goals Made Yards,The total amount of yardage of field goals made.,FGMYDS,1142.0,70.0,2.0,Cowboys
30,Field Goals Missed Yards,The total amount of yardage of missed field goals.,FGMSYD,164.0,9.0,2.0,Cowboys
31,Kickoff Returns,The number of times a kickoff was returned.,KR,22.0,1.0,4.0,Cowboys
32,Kickoff Return Touchdowns,The number of times a kickoff was returned for a touchdown.,KRTD,0.0,,1.0,Cowboys
33,Kickoff Return Yards,The total amount of yardage of kick returns.,KRYDS,526.0,30.0,1.0,Cowboys
34,Kickoffs,The number of kickoffs taken.,K,100.0,5.0,1.0,Cowboys
35,Kickoff Yards,The total amount of yardage of kickoffs.,KYDS,6467.0,80.0,1.0,Cowboys
36,Long Field Goal Attempt,The distance of the longest field goal attempt.,LFGA,60.0,,1.0,Cowboys
37,Long Field Goal Made,The distance of the longest field goal made.,LNG,60.0,32.0,1.0,Cowboys
38,Long Kickoff,The distance of the longest kickoff.,LK,72.0,30.0,1.0,Cowboys
39,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Cowboys
40,Total Kicking Points,The number of total points earned kicking.,PTS,137.0,8.0,1.0,Cowboys
41,Touchback Percentage,The percentage of kickoffs that are touchbacks.,TB%,78.0,79.63400268554688,1.0,Cowboys
42,Touchbacks,The number of kickoffs that result in touchbacks.,TB,78.0,4.0,1.0,Cowboys
0,Defensive Fumbles Returns,The number of fumble returns.,DFR,0.0,,1.0,Cowboys
1,Defensive Fumble Return Yards,The amount of total yardage from fumble returns.,DFRYDS,0.0,,1.0,Cowboys
2,Fumble Recoveries,The number of fumble recoveries.,FR,17.0,1.0,1.0,Cowboys
3,Fumble Recovery Yards,The amount of total yardage from fumble recoveries.,YDS,117.0,,2.0,Cowboys
4,Kick Return Fair Catches,The number of kick return fair catches.,KRFC,0.0,,1.0,Cowboys
5,Kick Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,KRFC%,0.0,,1.0,Cowboys
6,Kick Return Fumbles,The number of kick return fumbles.,KRF,0.0,,1.0,Cowboys
7,Kick Return Fumbles Lost,The number of kick return fumbles that are lost.,KRFL,0.0,,1.0,Cowboys
8,Kick Returns,The number of kick returns.,ATT,22.0,1.0,31.0,Cowboys
9,Kick Return Touchdowns,The number of kick return touchdowns.,TD,0.0,,6.0,Cowboys
10,Kick Return Yards,The total yardage of kick returns.,YDS,526.0,30.0,28.0,Cowboys
11,Long Kick Return,The longest kick return in yards.,LNG,63.0,18.0,10.0,Cowboys
12,Long Punt Return,The longest punt return in yards.,LNG,52.0,12.0,4.0,Cowboys
13,Miscellaneous Fumbles Returns,The number of fumble returns.,MFR,0.0,,1.0,Cowboys
14,Miscellaneous Fumble Return Yards,The amount of total yardage from fumble returns.,MFRYDS,0.0,,1.0,Cowboys
15,Opposition Fumble Recoveries,The number of fumble recoveries by the opposition.,OPFR,5.0,1.0,30.0,Cowboys
16,Opposition Fumble Recovery Yards,The amount of total yardage from fumble recoveries by the opposition.,OFRYDS,0.0,,31.0,Cowboys
17,Opposition Special Team Fumble Returns,The number of fumble returns by the opposition's speical teams.,OPSTFR,0.0,,1.0,Cowboys
18,Opposition Special Team Fumble Return Yards,The amount of total yardage from fumble return by the opposition's special teams.,OFRYDS,0.0,,1.0,Cowboys
19,Punt Return Fair Catches,The number of punt return fair catches.,FC,26.0,1.0,5.0,Cowboys
20,Punt Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,PRFC%,89.655,,8.0,Cowboys
21,Punt Return Fumbles,The number of punt return fumbles.,PRF,0.0,,1.0,Cowboys
22,Punt Return Fumbles Lost,The number of punt return fumbles that are lost.,PRFL,0.0,,1.0,Cowboys
23,Punt Returns,The number of punt returns.,ATT,29.0,1.0,16.0,Cowboys
24,Punt Returns Started Inside the 10,The number of punt returns started inside the 10.,PR 10,0.0,,1.0,Cowboys
25,Punt Returns Started Inside the 20,The number of punt returns started inside the 20.,PR 20,0.0,,1.0,Cowboys
26,Punt Return Touchdowns,The number of punt return touchdowns.,TD,0.0,,4.0,Cowboys
27,Punt Return Yards,The total yardage of punt returns.,YDS,303.0,17.0,11.0,Cowboys
28,Special Team Fumbles Returns,The number of special team fumble returns.,STFR,0.0,,1.0,Cowboys
29,Special Team Fumble Return Yards,The amount of total yardage from special team fumble returns.,STFRYD,0.0,,1.0,Cowboys
30,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Cowboys
31,Yards Per Kick Return,The average number of yards per kick return.,AVG,23.909,14.475000381469727,11.0,Cowboys
32,Yards Per Punt Return,The average number of yards per punt return.,AVG,10.448,9.230999946594238,8.0,Cowboys
33,Yards Per Return,The average number of yards per return.,YDS/R,16.255,,14.0,Cowboys
0,Average Punt Return Yards,The average number of yards per punt return.,AVG,8.063,9.807999610900879,22.0,Cowboys
1,Fair Catches,The number of fair catches.,FC,23.0,1.0,7.0,Cowboys
2,Gross Average Punt Yards,The average gross number of yards per punt.,AVG,48.397,50.13999938964844,10.0,Cowboys
3,Long Punt,The distance of the longest punt.,LNG,83.0,57.0,1.0,Cowboys
4,Net Average Punt Yards,The average net number of yards per punt.,NET,44.603,46.54499816894531,6.0,Cowboys
5,Punt Returns,The number of times a punt was returned.,ATT,32.0,1.0,10.0,Cowboys
6,Punt Return Yards,The total amount of yardage of punt returns.,YDS,258.0,15.0,17.0,Cowboys
7,Punts,The number of punts taken.,PUNTS,68.0,4.0,16.0,Cowboys
8,Punts Blocked,The number of times a punt was blocked.,PBLK,0.0,,11.0,Cowboys
9,Punts Blocked Percentage,The percentage of punts that are blocked.,PBLK%,0.0,,11.0,Cowboys
10,Punts Inside 10,The number of times a punt is downed inside the 10.,P 10,6.0,,19.0,Cowboys
11,Punts Inside 10 Percentage,The percentage of punts that end up inside the 10.,P 10%,8.824,,26.0,Cowboys
12,Punts Inside 20,The number of times a punt is downed inside the 20.,IN20,27.0,1.0,12.0,Cowboys
13,Punts Inside 20 Percentage,The percentage of punts that end up inside the 10.,IN20%,39.706,36.35300064086914,14.0,Cowboys
14,Punt Yards,The total amount of yardage of punts.,YDS,3291.0,193.0,13.0,Cowboys
15,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Cowboys
16,Touchback Percentage,The percentage of punts that are touchbacks.,TB%,8.824,10.980999946594238,11.0,Cowboys
17,Touchbacks,The number of kickoffs that result in touchbacks.,TB,6.0,,9.0,Cowboys
0,Defensive Points,The number of points scored on defense.,DP,0.0,6.0,11.0,Cowboys
1,Field Goals,The number of field goals made.,FG,29.0,1.0,13.0,Cowboys
2,Kick Extra Points,The number of extra points made.,PAT,50.0,2.0,3.0,Cowboys
3,Miscellaneous Points,The number of miscellaneous points scored.,MISP,0.0,,1.0,Cowboys
4,Passing Touchdowns,The total number of passing touchdowns.,PASS,28.0,1.0,9.0,Cowboys
5,Receiving Touchdowns,The total number of receiving touchdowns.,REC,28.0,1.0,9.0,Cowboys
6,Return Touchdowns,The total number of return touchdowns.,RET,3.0,,6.0,Cowboys
7,Rushing Touchdowns,The total number of rushing touchdowns.,RUSH,24.0,1.0,2.0,Cowboys
8,Total Points,The number of total points scored.,PTS,467.0,27.0,3.0,Cowboys
9,Total Points Per Game,The number of points scored per game.,TP/G,27.471,,4.0,Cowboys
10,Total Touchdowns,The number of touchdowns scored in total.,TD,55.0,3.0,3.0,Cowboys
11,Total Two Point Conversions,The number of times a 2-point conversion is successful.,2PT,0.0,,26.0,Cowboys
12,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,0.0,,21.0,Cowboys
13,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTRCC,0.0,,21.0,Cowboys
14,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTRUC,0.0,,14.0,Cowboys
15,One Point Safeties Made,One Point Safeties Made,OPSM,0.0,,1.0,Cowboys
0,Total 1st downs,The the number of first downs.,CMP,347.0,20.0,11.0,Cowboys
1,Passing 1st downs,The number of times a pass results in a first down.,FDP,194.0,11.0,12.0,Cowboys
2,1st downs by penalty,The number of times a penalty results in a first down.,FDPEN,24.0,1.0,23.0,Cowboys
3,First Downs Per Game,The average number of first downs per game.,FD/G,20.412,20.0,11.0,Cowboys
4,Rushing 1st downs,The number of times a rush results in a first down.,FDR,129.0,7.0,8.0,Cowboys
5,First Downs Attempts,The number of attempts at getting a first down.,FDA,19.0,1.0,21.0,Cowboys
6,4th down %,The percentage of fourth down attempts that are converted.,4THC%,52.632,34.70600128173828,14.0,Cowboys
7,Fourth Down Conversions,The number of times a fourth down is converted.,4THC,10.0,,20.0,Cowboys
8,Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team .,LST,5.0,,30.0,Cowboys
9,Possession Time Seconds,The total time of possession in seconds.,POSS,30225.0,1777.0,22.0,Cowboys
10,Red Zone Efficiency Percentage,The percentage of red zone attempts that are converted.,CMP,82.14,,1.0,Cowboys
11,Red Zone Field Goal Percentage,The percentage of red zone trips that end in a field goal.,RZFG%,25.0,,20.0,Cowboys
12,Red Zone Scoring Percentage,The percentage of red zone trips that result in a score.,RZ%,96.43,66.0,1.0,Cowboys
13,Red Zone Touchdown Percentage,The percentage of red zone trips that result in a touchdown.,RZTD%,71.43,,1.0,Cowboys
14,Third Down Attempts,The number of 3rd down attempts.,3RDA,231.0,13.0,6.0,Cowboys
15,3rd down %,The percentage of 3rd downs that are converted.,3RDC%,45.455,45.78499984741211,5.0,Cowboys
